item,org,date,quantity
60715830,42023714,2015-11-01,4083
62793347,1617388,2015-11-01,0
62793347,1619228,2015-11-01,0
62793347,40022636,2015-11-01,0
62793347,42023714,2015-11-01,0
62922352,1617388,2015-11-01,1339
62922352,1619228,2015-11-01,581
62922352,40022636,2015-11-01,515
62922352,42023714,2015-11-01,2178
69058316,1617388,2015-11-01,1536
69058316,1619228,2015-11-01,964
69058316,40022636,2015-11-01,444
69058316,42023714,2015-11-01,2239
3959294,1617388,2015-12-01,11293
3959294,1619228,2015-12-01,7043
3959294,40022636,2015-12-01,3333
3959294,42023714,2015-12-01,14721
3959313,1617388,2015-12-01,3404
3959313,1619228,2015-12-01,2273
3959313,40022636,2015-12-01,1442
3959313,42023714,2015-12-01,7453
3959506,1617388,2015-12-01,77770
3959506,1619228,2015-12-01,30646
3959506,40022636,2015-12-01,18440
3959506,42023714,2015-12-01,49759
3959509,1617388,2015-12-01,4520
3959509,1619228,2015-12-01,2628
3959509,40022636,2015-12-01,3398
3959509,42023714,2015-12-01,3668
3959530,1617388,2015-12-01,168674
3959530,1619228,2015-12-01,208506
3959530,40022636,2015-12-01,26784
3959530,42023714,2015-12-01,119936
3994423,1617388,2015-12-01,5200
3994423,1619228,2015-12-01,5722
3994423,40022636,2015-12-01,2689
3994423,42023714,2015-12-01,8901
5160016,1617388,2015-12-01,2256
5160016,1619228,2015-12-01,1189
5160016,40022636,2015-12-01,1312
5160016,42023714,2015-12-01,3052
6609938,1617388,2015-12-01,9599
6609938,1619228,2015-12-01,6787
6609938,40022636,2015-12-01,3230
6609938,42023714,2015-12-01,6504
28065487,1617388,2015-12-01,3815
28065487,1619228,2015-12-01,5111
28065487,40022636,2015-12-01,2139
28065487,42023714,2015-12-01,7683
51472179,1617388,2015-12-01,3425
51472179,1619228,2015-12-01,1512
51472179,40022636,2015-12-01,744
51472179,42023714,2015-12-01,2505
60715830,1617388,2015-12-01,2655
60715830,1619228,2015-12-01,2401
60715830,40022636,2015-12-01,918
60715830,42023714,2015-12-01,4498
62793347,1617388,2015-12-01,0
62793347,1619228,2015-12-01,0
62793347,40022636,2015-12-01,0
62793347,42023714,2015-12-01,0
62922352,1617388,2015-12-01,2424
62922352,1619228,2015-12-01,819
62922352,40022636,2015-12-01,589
62922352,42023714,2015-12-01,1722
69058316,1617388,2015-12-01,3326
69058316,1619228,2015-12-01,1322
69058316,40022636,2015-12-01,1016
69058316,42023714,2015-12-01,4216
3959294,1617388,2016-01-01,4459
3959294,1619228,2016-01-01,4272
3959294,40022636,2016-01-01,2303
3959294,42023714,2016-01-01,8705
3959313,1617388,2016-01-01,1676
3959313,1619228,2016-01-01,1342
3959313,40022636,2016-01-01,1244
3959313,42023714,2016-01-01,4664
3959506,1617388,2016-01-01,16371
3959506,1619228,2016-01-01,19981
3959506,40022636,2016-01-01,12323
3959506,42023714,2016-01-01,26837
3959509,1617388,2016-01-01,4814
3959509,1619228,2016-01-01,2553
3959509,40022636,2016-01-01,3946
3959509,42023714,2016-01-01,4306
3959530,1617388,2016-01-01,57860
3959530,1619228,2016-01-01,82909
3959530,40022636,2016-01-01,22591
3959530,42023714,2016-01-01,106012
3994423,1617388,2016-01-01,4133
3994423,1619228,2016-01-01,3180
3994423,40022636,2016-01-01,1622
3994423,42023714,2016-01-01,3810
5160016,1617388,2016-01-01,1024
5160016,1619228,2016-01-01,1732
5160016,40022636,2016-01-01,944
5160016,42023714,2016-01-01,2115
6609938,1617388,2016-01-01,6212
6609938,1619228,2016-01-01,5472
6609938,40022636,2016-01-01,2196
6609938,42023714,2016-01-01,5228
28065487,1617388,2016-01-01,2081
28065487,1619228,2016-01-01,2556
28065487,40022636,2016-01-01,1116
28065487,42023714,2016-01-01,3907
51472179,1617388,2016-01-01,1565
51472179,1619228,2016-01-01,646
51472179,40022636,2016-01-01,544
51472179,42023714,2016-01-01,1603
60715830,1617388,2016-01-01,1556
60715830,1619228,2016-01-01,1828
60715830,40022636,2016-01-01,1000
60715830,42023714,2016-01-01,3536
62793347,1617388,2016-01-01,0
62793347,1619228,2016-01-01,0
62793347,40022636,2016-01-01,0
62793347,42023714,2016-01-01,0
62922352,1617388,2016-01-01,964
62922352,1619228,2016-01-01,527
62922352,40022636,2016-01-01,587
62922352,42023714,2016-01-01,998
69058316,1617388,2016-01-01,1165
69058316,1619228,2016-01-01,944
69058316,40022636,2016-01-01,669
69058316,42023714,2016-01-01,3120
3959294,1617388,2016-02-01,7555
3959294,1619228,2016-02-01,5185
3959294,40022636,2016-02-01,4243
3959294,42023714,2016-02-01,13023
3959313,1617388,2016-02-01,2970
3959313,1619228,2016-02-01,2631
3959313,40022636,2016-02-01,1916
3959313,42023714,2016-02-01,7173
3959506,1617388,2016-02-01,31174
3959506,1619228,2016-02-01,22333
3959506,40022636,2016-02-01,15950
3959506,42023714,2016-02-01,22152
3959509,1617388,2016-02-01,5113
3959509,1619228,2016-02-01,1824
3959509,40022636,2016-02-01,2781
3959509,42023714,2016-02-01,2777
3959530,1617388,2016-02-01,86635
3959530,1619228,2016-02-01,49260
3959530,40022636,2016-02-01,16379
3959530,42023714,2016-02-01,72233
3994423,1617388,2016-02-01,5267
3994423,1619228,2016-02-01,3030
3994423,40022636,2016-02-01,1580
3994423,42023714,2016-02-01,4265
5160016,1617388,2016-02-01,384
5160016,1619228,2016-02-01,1418
5160016,40022636,2016-02-01,854
5160016,42023714,2016-02-01,68
6609938,1617388,2016-02-01,7103
6609938,1619228,2016-02-01,6883
6609938,40022636,2016-02-01,2549
6609938,42023714,2016-02-01,6904
28065487,1617388,2016-02-01,3221
28065487,1619228,2016-02-01,2213
28065487,40022636,2016-02-01,1533
28065487,42023714,2016-02-01,4918
51472179,1617388,2016-02-01,5480
51472179,1619228,2016-02-01,1635
51472179,40022636,2016-02-01,799
51472179,42023714,2016-02-01,4460
60715830,1617388,2016-02-01,4581
60715830,1619228,2016-02-01,5302
60715830,40022636,2016-02-01,2225
60715830,42023714,2016-02-01,7398
62793347,1617388,2016-02-01,0
62793347,1619228,2016-02-01,0
62793347,40022636,2016-02-01,0
62793347,42023714,2016-02-01,0
62922352,1617388,2016-02-01,2954
62922352,1619228,2016-02-01,1312
62922352,40022636,2016-02-01,708
62922352,42023714,2016-02-01,2437
69058316,1617388,2016-02-01,3242
69058316,1619228,2016-02-01,1657
69058316,40022636,2016-02-01,1435
69058316,42023714,2016-02-01,5513
3959294,1617388,2016-03-01,8755
3959294,1619228,2016-03-01,5736
3959294,40022636,2016-03-01,3099
3959294,42023714,2016-03-01,13818
3959313,1617388,2016-03-01,2878
3959313,1619228,2016-03-01,1930
3959313,40022636,2016-03-01,1658
3959313,42023714,2016-03-01,7656
3959506,1617388,2016-03-01,42630
3959506,1619228,2016-03-01,40673
3959506,40022636,2016-03-01,18702
3959506,42023714,2016-03-01,39033
3959509,1617388,2016-03-01,6230
3959509,1619228,2016-03-01,2105
3959509,40022636,2016-03-01,3790
3959509,42023714,2016-03-01,3090
3959530,1617388,2016-03-01,32343
3959530,1619228,2016-03-01,27132
3959530,40022636,2016-03-01,13269
3959530,42023714,2016-03-01,52256
3994423,1617388,2016-03-01,4184
3994423,1619228,2016-03-01,3526
3994423,40022636,2016-03-01,1099
3994423,42023714,2016-03-01,4326
5160016,1617388,2016-03-01,0
5160016,1619228,2016-03-01,327
5160016,40022636,2016-03-01,234
5160016,42023714,2016-03-01,0
6609938,1617388,2016-03-01,7728
6609938,1619228,2016-03-01,8023
6609938,40022636,2016-03-01,2982
6609938,42023714,2016-03-01,7753
28065487,1617388,2016-03-01,3278
28065487,1619228,2016-03-01,2902
28065487,40022636,2016-03-01,1771
28065487,42023714,2016-03-01,3816
51472179,1617388,2016-03-01,2720
51472179,1619228,2016-03-01,1535
51472179,40022636,2016-03-01,805
51472179,42023714,2016-03-01,3402
60715830,1617388,2016-03-01,3998
60715830,1619228,2016-03-01,5359
60715830,40022636,2016-03-01,1785
60715830,42023714,2016-03-01,8429
62793347,1617388,2016-03-01,3729
62793347,1619228,2016-03-01,1957
62793347,40022636,2016-03-01,558
62793347,42023714,2016-03-01,5002
62922352,1617388,2016-03-01,1727
62922352,1619228,2016-03-01,1198
62922352,40022636,2016-03-01,785
62922352,42023714,2016-03-01,2452
69058316,1617388,2016-03-01,2805
69058316,1619228,2016-03-01,1559
69058316,40022636,2016-03-01,1658
69058316,42023714,2016-03-01,3901
3959294,1617388,2016-04-01,8463
3959294,1619228,2016-04-01,4868
3959294,40022636,2016-04-01,2956
3959294,42023714,2016-04-01,10285
3959313,1617388,2016-04-01,2666
3959313,1619228,2016-04-01,1656
3959313,40022636,2016-04-01,1175
3959313,42023714,2016-04-01,5148
3959506,1617388,2016-04-01,75846
3959506,1619228,2016-04-01,30502
3959506,40022636,2016-04-01,18266
3959506,42023714,2016-04-01,34766
3959509,1617388,2016-04-01,6337
3959509,1619228,2016-04-01,2290
3959509,40022636,2016-04-01,4251
3959509,42023714,2016-04-01,4093
3959530,1617388,2016-04-01,116224
3959530,1619228,2016-04-01,66935
3959530,40022636,2016-04-01,18882
3959530,42023714,2016-04-01,74765
3994423,1617388,2016-04-01,5858
3994423,1619228,2016-04-01,2487
3994423,40022636,2016-04-01,1797
3994423,42023714,2016-04-01,3613
5160016,1617388,2016-04-01,0
5160016,1619228,2016-04-01,0
5160016,40022636,2016-04-01,0
5160016,42023714,2016-04-01,0
6609938,1617388,2016-04-01,8981
6609938,1619228,2016-04-01,7299
6609938,40022636,2016-04-01,3537
6609938,42023714,2016-04-01,8285
28065487,1617388,2016-04-01,5196
28065487,1619228,2016-04-01,2418
28065487,40022636,2016-04-01,2341
28065487,42023714,2016-04-01,4976
51472179,1617388,2016-04-01,3312
51472179,1619228,2016-04-01,1339
51472179,40022636,2016-04-01,548
51472179,42023714,2016-04-01,2621
60715830,1617388,2016-04-01,3418
60715830,1619228,2016-04-01,3774
60715830,40022636,2016-04-01,1596
60715830,42023714,2016-04-01,5402
62793347,1617388,2016-04-01,1888
62793347,1619228,2016-04-01,6064
62793347,40022636,2016-04-01,2336
62793347,42023714,2016-04-01,3780
62922352,1617388,2016-04-01,1526
62922352,1619228,2016-04-01,556
62922352,40022636,2016-04-01,437
62922352,42023714,2016-04-01,1169
69058316,1617388,2016-04-01,2944
69058316,1619228,2016-04-01,1299
69058316,40022636,2016-04-01,1082
69058316,42023714,2016-04-01,3988
3959294,1617388,2016-05-01,8461
3959294,1619228,2016-05-01,6132
3959294,40022636,2016-05-01,3954
3959294,42023714,2016-05-01,15062
3959313,1617388,2016-05-01,2866
3959313,1619228,2016-05-01,1958
3959313,40022636,2016-05-01,1474
3959313,42023714,2016-05-01,6129
3959506,1617388,2016-05-01,98285
3959506,1619228,2016-05-01,33472
3959506,40022636,2016-05-01,16706
3959506,42023714,2016-05-01,50092
3959509,1617388,2016-05-01,10236
3959509,1619228,2016-05-01,5003
3959509,40022636,2016-05-01,5021
3959509,42023714,2016-05-01,5441
3959530,1617388,2016-05-01,59247
3959530,1619228,2016-05-01,68465
3959530,40022636,2016-05-01,22046
3959530,42023714,2016-05-01,87370
3994423,1617388,2016-05-01,7597
3994423,1619228,2016-05-01,4367
3994423,40022636,2016-05-01,2278
3994423,42023714,2016-05-01,6514
5160016,1617388,2016-05-01,0
5160016,1619228,2016-05-01,0
5160016,40022636,2016-05-01,0
5160016,42023714,2016-05-01,0
6609938,1617388,2016-05-01,7935
6609938,1619228,2016-05-01,7481
6609938,40022636,2016-05-01,3515
6609938,42023714,2016-05-01,8585
28065487,1617388,2016-05-01,6570
28065487,1619228,2016-05-01,4526
28065487,40022636,2016-05-01,2521
28065487,42023714,2016-05-01,7388
51472179,1617388,2016-05-01,5629
51472179,1619228,2016-05-01,2102
51472179,40022636,2016-05-01,979
51472179,42023714,2016-05-01,4928
60715830,1617388,2016-05-01,4850
60715830,1619228,2016-05-01,6440
60715830,40022636,2016-05-01,2532
60715830,42023714,2016-05-01,10374
62793347,1617388,2016-05-01,39
62793347,1619228,2016-05-01,0
62793347,40022636,2016-05-01,0
62793347,42023714,2016-05-01,4
62922352,1617388,2016-05-01,2549
62922352,1619228,2016-05-01,1281
62922352,40022636,2016-05-01,686
62922352,42023714,2016-05-01,2830
69058316,1617388,2016-05-01,2736
69058316,1619228,2016-05-01,1769
69058316,40022636,2016-05-01,1318
69058316,42023714,2016-05-01,3741
3959294,1617388,2016-06-01,9895
3959294,1619228,2016-06-01,6993
3959294,40022636,2016-06-01,4574
3959294,42023714,2016-06-01,13187
3959313,1617388,2016-06-01,3338
3959313,1619228,2016-06-01,2063
3959313,40022636,2016-06-01,1697
3959313,42023714,2016-06-01,6666
3959506,1617388,2016-06-01,42411
3959506,1619228,2016-06-01,45722
3959506,40022636,2016-06-01,19721
3959506,42023714,2016-06-01,37131
3959509,1617388,2016-06-01,4924
3959509,1619228,2016-06-01,3183
3959509,40022636,2016-06-01,4438
3959509,42023714,2016-06-01,6848
3959530,1617388,2016-06-01,87234
3959530,1619228,2016-06-01,57219
3959530,40022636,2016-06-01,15991
3959530,42023714,2016-06-01,77444
3994423,1617388,2016-06-01,3259
3994423,1619228,2016-06-01,2693
3994423,40022636,2016-06-01,1803
3994423,42023714,2016-06-01,4428
5160016,1617388,2016-06-01,0
5160016,1619228,2016-06-01,0
5160016,40022636,2016-06-01,0
5160016,42023714,2016-06-01,0
6609938,1617388,2016-06-01,8537
6609938,1619228,2016-06-01,7015
6609938,40022636,2016-06-01,2583
6609938,42023714,2016-06-01,8715
28065487,1617388,2016-06-01,3127
28065487,1619228,2016-06-01,2656
28065487,40022636,2016-06-01,1855
28065487,42023714,2016-06-01,4638
51472179,1617388,2016-06-01,2159
51472179,1619228,2016-06-01,1186
51472179,40022636,2016-06-01,549
51472179,42023714,2016-06-01,2611
60715830,1617388,2016-06-01,3498
60715830,1619228,2016-06-01,3893
60715830,40022636,2016-06-01,1667
60715830,42023714,2016-06-01,5919
62793347,1617388,2016-06-01,0
62793347,1619228,2016-06-01,0
62793347,40022636,2016-06-01,0
62793347,42023714,2016-06-01,0
62922352,1617388,2016-06-01,1027
62922352,1619228,2016-06-01,605
62922352,40022636,2016-06-01,539
62922352,42023714,2016-06-01,1490
69058316,1617388,2016-06-01,2236
69058316,1619228,2016-06-01,1241
69058316,40022636,2016-06-01,1355
69058316,42023714,2016-06-01,2956
3959294,1617388,2016-07-01,11147
3959294,1619228,2016-07-01,5130
3959294,40022636,2016-07-01,3995
3959294,42023714,2016-07-01,10889
3959313,1617388,2016-07-01,3830
3959313,1619228,2016-07-01,2029
3959313,40022636,2016-07-01,1403
3959313,42023714,2016-07-01,4964
3959506,1617388,2016-07-01,31164
3959506,1619228,2016-07-01,33495
3959506,40022636,2016-07-01,13410
3959506,42023714,2016-07-01,27517
3959509,1617388,2016-07-01,5297
3959509,1619228,2016-07-01,3845
3959509,40022636,2016-07-01,5947
3959509,42023714,2016-07-01,7206
3959530,1617388,2016-07-01,67169
3959530,1619228,2016-07-01,66341
3959530,40022636,2016-07-01,21799
3959530,42023714,2016-07-01,82863
3994423,1617388,2016-07-01,3640
3994423,1619228,2016-07-01,2379
3994423,40022636,2016-07-01,1632
3994423,42023714,2016-07-01,3144
5160016,1617388,2016-07-01,0
5160016,1619228,2016-07-01,0
5160016,40022636,2016-07-01,0
5160016,42023714,2016-07-01,0
6609938,1617388,2016-07-01,9194
6609938,1619228,2016-07-01,6660
6609938,40022636,2016-07-01,3722
6609938,42023714,2016-07-01,6238
28065487,1617388,2016-07-01,3141
28065487,1619228,2016-07-01,2483
28065487,40022636,2016-07-01,1848
28065487,42023714,2016-07-01,3444
51472179,1617388,2016-07-01,3683
51472179,1619228,2016-07-01,2357
51472179,40022636,2016-07-01,772
51472179,42023714,2016-07-01,4497
60715830,1617388,2016-07-01,3999
60715830,1619228,2016-07-01,3642
60715830,40022636,2016-07-01,1483
60715830,42023714,2016-07-01,5768
62793347,1617388,2016-07-01,0
62793347,1619228,2016-07-01,0
62793347,40022636,2016-07-01,0
62793347,42023714,2016-07-01,0
62922352,1617388,2016-07-01,1331
62922352,1619228,2016-07-01,868
62922352,40022636,2016-07-01,620
62922352,42023714,2016-07-01,1238
69058316,1617388,2016-07-01,3625
69058316,1619228,2016-07-01,1737
69058316,40022636,2016-07-01,1292
69058316,42023714,2016-07-01,2572
3959294,1617388,2016-08-01,8885
3959294,1619228,2016-08-01,5258
3959294,40022636,2016-08-01,3627
3959294,42023714,2016-08-01,12081
3959313,1617388,2016-08-01,3294
3959313,1619228,2016-08-01,1958
3959313,40022636,2016-08-01,1994
3959313,42023714,2016-08-01,6411
3959506,1617388,2016-08-01,54202
3959506,1619228,2016-08-01,23616
3959506,40022636,2016-08-01,25035
3959506,42023714,2016-08-01,31357
3959509,1617388,2016-08-01,7516
3959509,1619228,2016-08-01,3911
3959509,40022636,2016-08-01,5188
3959509,42023714,2016-08-01,4882
3959530,1617388,2016-08-01,91895
3959530,1619228,2016-08-01,73438
3959530,40022636,2016-08-01,26072
3959530,42023714,2016-08-01,80118
3994423,1617388,2016-08-01,4107
3994423,1619228,2016-08-01,2089
3994423,40022636,2016-08-01,1562
3994423,42023714,2016-08-01,3331
5160016,1617388,2016-08-01,0
5160016,1619228,2016-08-01,0
5160016,40022636,2016-08-01,0
5160016,42023714,2016-08-01,0
6609938,1617388,2016-08-01,10058
6609938,1619228,2016-08-01,9402
6609938,40022636,2016-08-01,4884
6609938,42023714,2016-08-01,9619
28065487,1617388,2016-08-01,4545
28065487,1619228,2016-08-01,4197
28065487,40022636,2016-08-01,2522
28065487,42023714,2016-08-01,5862
51472179,1617388,2016-08-01,3477
51472179,1619228,2016-08-01,2164
51472179,40022636,2016-08-01,1021
51472179,42023714,2016-08-01,3159
60715830,1617388,2016-08-01,3102
60715830,1619228,2016-08-01,3375
60715830,40022636,2016-08-01,1966
60715830,42023714,2016-08-01,7027
62793347,1617388,2016-08-01,0
62793347,1619228,2016-08-01,0
62793347,40022636,2016-08-01,0
62793347,42023714,2016-08-01,0
62922352,1617388,2016-08-01,1650
62922352,1619228,2016-08-01,645
62922352,40022636,2016-08-01,725
62922352,42023714,2016-08-01,1830
69058316,1617388,2016-08-01,2655
69058316,1619228,2016-08-01,1751
69058316,40022636,2016-08-01,1282
69058316,42023714,2016-08-01,3131
102201027,1617388,2016-08-01,209
102201027,1619228,2016-08-01,36
102201027,40022636,2016-08-01,321
102201027,42023714,2016-08-01,973
3959294,1617388,2016-09-01,10105
3959294,1619228,2016-09-01,6316
3959294,40022636,2016-09-01,3139
3959294,42023714,2016-09-01,10254
3959313,1617388,2016-09-01,3724
3959313,1619228,2016-09-01,2389
3959313,40022636,2016-09-01,1928
3959313,42023714,2016-09-01,5719
3959506,1617388,2016-09-01,62179
3959506,1619228,2016-09-01,39448
3959506,40022636,2016-09-01,23160
3959506,42023714,2016-09-01,26972
3959509,1617388,2016-09-01,5218
3959509,1619228,2016-09-01,2651
3959509,40022636,2016-09-01,5524
3959509,42023714,2016-09-01,3662
3959530,1617388,2016-09-01,82477
3959530,1619228,2016-09-01,77164
3959530,40022636,2016-09-01,25934
3959530,42023714,2016-09-01,77714
3994423,1617388,2016-09-01,3898
3994423,1619228,2016-09-01,2845
3994423,40022636,2016-09-01,1888
3994423,42023714,2016-09-01,3356
5160016,1617388,2016-09-01,0
5160016,1619228,2016-09-01,0
5160016,40022636,2016-09-01,0
5160016,42023714,2016-09-01,0
6609938,1617388,2016-09-01,9225
6609938,1619228,2016-09-01,7402
6609938,40022636,2016-09-01,3541
